|                                                             |                   |                               |                               |
|:------------------------------------------------------------|:------------------|:------------------------------|:------------------------------|
| EA1210 BROXBOURNE JUNCTION TO HERTFORD EAST                 |                   |                               |                               |
| TIMING POINTS INCLUDED                                      | DOWN              | UP                            | NOTES                         |
| Broxbourne Junction to                                      | 31⁄2 following    | 3 following                   |                               |
| Hertford East                                               | non-stop,         | non-stop,                     |                               |
|                                                             | 5 following       | 4 following                   |                               |
|                                                             | stopping          | stopping                      |                               |
| EA1220 STANSTED SOUTH & NORTH JUNCTIONS TO STANSTED AIRPORT |                   |                               |                               |
| TIMING POINTS INCLUDED                                      | DOWN              | UP                            | NOTES                         |
| Stansted Mountfitchet to                                    | 4 following       | 2 following                   |                               |
| Stansted East Junction                                      | non-stop,         | non-stop,                     |                               |
|                                                             | 41⁄2 following    | 31⁄2 following                |                               |
|                                                             | train having      | train stopping                |                               |
|                                                             | stopped at        | at Stansted                   |                               |
|                                                             | Stansted          | Mountfitchet                  |                               |
|                                                             | Mountfitchet      |                               |                               |
| Stansted North Junction to                                  | AB+1              | Single line. TCB plan as AB.  |                               |
| Stansted East Junction                                      |                   |                               |                               |
| Stansted East Junction to                                   | 3                 | 2 following                   |                               |
| Tye Green Junction                                          |                   | non-stop,                     |                               |
|                                                             |                   | 31⁄2 following                |                               |
|                                                             |                   | train stopping                |                               |
|                                                             |                   | at Stansted                   |                               |
|                                                             |                   | Mountfitchet                  |                               |
| Tye Green Junction to                                       | AB+1              | Single line. TCB plan as AB.  |                               |
| Coopers Lane Junction                                       |                   |                               |                               |
| Coopers Lane Junction to                                    | 3                 | 3                             |                               |
| Stansted Airport                                            |                   |                               |                               |
| EA1230 ROYSTON TO SHEPRETH BRANCH JUNCTION                  |                   |                               |                               |
| TIMING POINTS INCLUDED                                      | DOWN              | UP                            | NOTES                         |
| Royston to                                                  | 3                 | 3                             |                               |
| Shepreth Branch Junction                                    |                   |                               |                               |
| EA1270 KING’S LYNN JUNCTION TO MIDDLETON TOWERS             |                   |                               |                               |
| TIMING POINTS INCLUDED                                      | DOWN              | UP                            | NOTES                         |
| King’s Lynn Junction to                                     | One Train Working | Single line. OTS.             |                               |
| Middleton Towers                                            |                   |                               |                               |
| EA1280 STRATFORD CENTRAL JUNCTION TO COPPERMILL JUNCTION    |                   |                               |                               |
| TIMING POINTS INCLUDED                                      | DOWN              | UP                            | NOTES                         |
| Stratford Central Junction to                               | 3                 | 3                             | Headway on Temple Mills lines |
| Coppermill Junction                                         |                   |                               |                               |
| Lea Bridge to                                               | One Train Working | Lea Valley Reversible line    |                               |
| Meridian Water                                              |                   | Single line. TCB plan as OTW. |                               |
| EA1290 TOTTENHAM SOUTH JUNCTION TO SOUTH TOTTENHAM EAST     |                   |                               |                               |
| JUNCTION                                                    |                   |                               |                               |
| TIMING POINTS INCLUDED                                      | DOWN              | UP                            | NOTES                         |
| Tottenham South Junction to                                 | 4                 | 4                             |                               |
| South Tottenham East Junction                               |                   |                               |                               |
