|                                                                                                                   |                                       |                                          |        |
|:------------------------------------------------------------------------------------------------------------------|:--------------------------------------|:-----------------------------------------|:-------|
| Woking                                                                                                            |                                       |                                          |        |
| Platform 1                                                                                                        | Up Slow                               | Attaching/Detaching                      |        |
| Platform 2                                                                                                        | Up Fast                               | Attaching/Detaching                      |        |
| Platform 3                                                                                                        | Up Bay                                | Attaching/Detaching                      |        |
| Platform 4                                                                                                        | Down Fast                             | Attaching/Detaching                      |        |
| Platform 5                                                                                                        | Down Slow                             | Attaching/Detaching                      |        |
| Platform 6                                                                                                        | Down Bay                              | Attaching/Detaching and Platform Sharing |        |
| Note: A Down train from Platform 5 on the SL can depart the platform towards Guildford 1 minute after a down      |                                       |                                          |        |
| train on Platform 4 on the FL going towards Guildford has passed Woking Junction.                                 |                                       |                                          |        |
| Platform Reoccupation                                                                                             |                                       |                                          |        |
| Platform                                                                                                          | Margin                                |                                          |        |
| Platform 1 (Up direction)                                                                                         | 3*                                    |                                          |        |
| Platform 2 (Up direction)                                                                                         | 3*                                    |                                          |        |
| Platform 4 (Down direction)                                                                                       | 2                                     |                                          |        |
| Platform 5 (Down direction)                                                                                       | 21⁄2                                  |                                          |        |
| * Can be reduced to 2 minutes if the second train has at least 1 minute of pathing time approaching Woking.       |                                       |                                          |        |
| Overlap Restrictions                                                                                              |                                       |                                          |        |
| First Movement                                                                                                    | Second Movement                       | Signal                                   | Margin |
| Up train arrives at Platform 2                                                                                    | Up train departs from Platform 1      | WK372                                    | 1*     |
|                                                                                                                   | towards Up Fast                       |                                          |        |
| Up train arrives at Platform 2                                                                                    | Up train passes Platform 1 towards Up | WK372                                    | 3*     |
|                                                                                                                   | Fast                                  |                                          |        |
| Up train arrives at Platform 2                                                                                    | Down train arrives/passes Platform 1  | WK372                                    | 4*     |
|                                                                                                                   | from Down Fast/Down Slow              |                                          |        |
| Up train departs/passes Platform 1                                                                                | Up train arrives at Platform 2        | WK372                                    | 3*     |
| towards Up Fast                                                                                                   |                                       |                                          |        |
| Down train arrives/passes Platform 1                                                                              | Up train arrives at Platform 2        | WK372                                    | 3*     |
| from Down Fast/Down Slow                                                                                          |                                       |                                          |        |
| Up train arrives at Platform 6                                                                                    | Down train arrives at Platform 5      | WK171                                    | 3      |
| Down train arrives at Platform 5                                                                                  | Up train arrives at Platform 6        | WK171                                    | 3      |
| Down train arrives at Platform 5                                                                                  | Down train departs Platform 6         | WK171                                    | 1      |
| Down train departs from Platform 6                                                                                | Down train arrives at Platform 5      | WK171                                    | 3      |
| * Movements can be made in parallel if the Up arrival at Platform 2 has {1⁄2} approaching Woking to allow for the |                                       |                                          |        |
| approach control when using the reduced overlap on WK372.                                                         |                                       |                                          |        |
| Woking Up Yard Entry/Exit                                                                                         |                                       |                                          |        |
| Acceptance of trains                                                                                              |                                       |                                          |        |
| Minimum margin between consecutive arrivals                                                                       | 10*                                   |                                          |        |
| *This can be reduced to 7 minutes between two consecutive services to the electrified sidings or two consecutive  |                                       |                                          |        |
| services to the non-electrified sidings                                                                           |                                       |                                          |        |
| All trains entering Woking Up Yard Sidings must have a stop of at least 1 minute at Woking Up Yard Entry/Exit to  |                                       |                                          |        |
| allow for acceptance.                                                                                             |                                       |                                          |        |
| Dispatch of trains                                                                                                |                                       |                                          |        |
| Minimum margin between consecutive departures                                                                     | 10#                                   |                                          |        |
| # This can be reduced to 7 minutes between two consecutive services from the electrified sidings or two           |                                       |                                          |        |
| consecutive services from the non-electrified sidings                                                             |                                       |                                          |        |
| Between Arrivals and Departures                                                                                   |                                       |                                          |        |
| Arrival followed by a departure/Departure followed by                                                             | 10                                    |                                          |        |
| an arrival.                                                                                                       |                                       |                                          |        |
| Junction Margins                                                                                                  |                                       |                                          |        |
