|                                                           |      |    |      |                                            |
|:----------------------------------------------------------|:-----|:---|:-----|:-------------------------------------------|
| MD301 RUGBY TRENT VALLEY JN TO PENKRIDGE (VIA BIRMINGHAM) |      |    |      |                                            |
| TIMING POINT                                              | DOWN | UP | CODE | NOTES                                      |
| Wolverhampton Signal WS1294                               | –    | –  | X S  | Timing point for trains to platform 6 or   |
|                                                           |      |    |      | North Yard                                 |
|                                                           |      |    |      | Also, for shunt moves to platforms 1 and 2 |
|                                                           |      |    |      | On Down Stour                              |
| Wolverhampton Signal WS1300                               | –    | –  | S    | Shunt moves only – signal on Down Stour    |
| Wolverhampton North Jn                                    | –    | –  |      | To/from Oxley Stafford Road Jn – MD801     |
| Bushbury Jn                                               | –    | –  |      | To/from Portobello Jn – MD320              |
|                                                           |      |    |      | To/from Oxley Stafford Road Jn – MD805     |
| Bushbury Jn Down Goods Loop                               | –    |    | S    | Recessed trains only                       |
| Four Ashes Up Goods Loop                                  |      | –  | S    | Recessed trains only                       |
