|                                            |      |    |      |                                         |
|:-------------------------------------------|:-----|:---|:-----|:----------------------------------------|
| SC123 BATHGATE TO HELENSBURGH (VIA SINGER) |      |    |      |                                         |
| TIMING POINT                               | DOWN | UP | CODE | NOTES                                   |
| Bathgate                                   | –    | –  |      | Platform detail must be shown           |
|                                            |      |    |      | To/from Uphall – SC111                  |
| Armadale                                   | –    | –  | S    |                                         |
| Blackridge                                 | –    | –  | S    |                                         |
| Caldercruix                                | –    | –  | S    |                                         |
| Drumgelloch                                | –    | –  | S    |                                         |
| Airdrie                                    | –    | –  |      | Platform detail must be shown           |
| Airdrie C.S.                               | –    | –  | S    |                                         |
| Airdrie Signal YS754                       | –    | –  | S    | Reversal location only                  |
| Coatdyke                                   | –    | –  | S    |                                         |
| Coatbridge Sunnyside                       | –    | –  |      |                                         |
| Sunnyside Junction                         | –    | –  | X    | To/from Whifflet South Junction – SC097 |
| Blairhill                                  | –    | –  | S    |                                         |
| Easterhouse                                | –    | –  | S    |                                         |
| Garrowhill                                 | –    | –  | S    |                                         |
| Shettleston Loop                           | –    | –  | S    |                                         |
| Shettleston                                | –    | –  |      |                                         |
| Carntyne                                   | –    | –  | S    |                                         |
| Bellgrove                                  | –    | –  |      | Platform detail must be shown           |
|                                            |      |    |      | To/from Springburn – SC129              |
| High Street Junction                       | –    | –  | X    | To/from Shields Junction – SC131 City   |
|                                            |      |    |      | Union Line                              |
| High Street                                | –    | –  | S    |                                         |
| Glasgow Queen Street Low                   | –    | –  |      | Platform detail must be shown           |
| Level                                      |      |    |      |                                         |
| Charing Cross                              | –    | –  | S    | Platform detail must be shown           |
|                                            |      |    |      | To/from Finnieston Junctions            |
| Finnieston East Junction                   | –    |    |      | From Glasgow Central Low Level SC025    |
| Finnieston West Junction                   |      | –  |      | To Glasgow Central Low Level SC025      |
| Partick                                    | –    | –  | S    | Platform detail must be shown           |
| Hyndland                                   | –    | –  | S    | Platform detail must be shown           |
| Hyndland U/D GL                            | –    | –  | S    |                                         |
| Hyndland East Junction                     | –    | –  |      |                                         |
| Hyndland North Junction                    |      |    |      | To/from Hyndland West Jn - SC136        |
| Anniesland                                 | –    | –  |      | Platform detail must be shown           |
|                                            |      |    |      | To/from Hyndland West Junction – see    |
|                                            |      |    |      | SC136                                   |
|                                            |      |    |      | To/from Maryhill – see SC115(0)         |
| Westerton                                  | –    | –  |      | Platform details must be shown          |
|                                            |      |    |      | To/from Cowlairs North Junction – SC115 |
|                                            |      |    |      | To/from Milngavie SC133                 |
| Drumchapel                                 | –    | –  | S    |                                         |
| Drumry                                     | –    | –  | S    |                                         |
| Singer                                     | –    | –  | S    |                                         |
| Dalmuir                                    | –    | –  |      | Platform detail must be shown           |
|                                            |      |    |      | To/from Westerton                       |
|                                            |      |    |      | To/from Clydebank – SC125               |
| Dalmuir Down Siding                        | –    | –  | S    | Reversal location only                  |
| Dalmuir Signal YY898                       | –    |    | S    | Reversal location only                  |
| Kilpatrick                                 | –    | –  | S    |                                         |
| Bowling                                    | –    | –  | S    |                                         |
| Dumbarton East                             | –    | –  | S    |                                         |
| Dumbarton Central                          | –    | –  |      | Platform detail must be shown           |
