|                                     |      |
|:------------------------------------|:-----|
| NW3001 SALTNEY JUNCTION TO HOLYHEAD |      |
| Shotton Low Level                   |      |
| Dwell Time                          |      |
| LH                                  | 1    |
| Power                               | 1    |
| Flint Jn                            |      |
| Standard NW Route Jn Margins apply  |      |
| Flint                               |      |
| Dwell Time                          |      |
| LH                                  | 1    |
| Power                               | 1    |
| 220/221/LH MK4                      | 11⁄2 |
