 NETWORK RAIL                           Timetable Planning Rules                          Version:    4
 Region: North             Final Proposal for Subsidiary Change Timetable 2024              Date:     28th July 2023
 West and Central
                                                                                            Page:     4 of 443


1.1 Index of Routes
Information arranged on a line of route basis in this document is presented in the following order:

 MD101                       Euston to Armitage Jn (exclusive)
 MD105                       Hanslope Jn to Rugby (via Northampton)
 MD120                       Camden Jn to Watford Junction DC Lines
 MD125                       Watford High St Jn to Croxley Green (out of use)
 MD130                       Watford Junction to St Albans Abbey
 MD136                       Harlesden Jn to Wembley Central (Willesden Carriage Shed lines)
 MD137                       Harlesden Jn to Wembley Central (Wembley Yard lines)
 MD140                       Bletchley to Bedford St. Johns (inclusive)
 MD145                       Camden Road West Jn to Camden Jn
 MD150                       Kensal Green Jn to Willesden Suburban Jn
 MD155                       Kensal Green Jn to Harlesden Jn (City Lines)
 MD160                       Willesden High Level Jn to Mitre Bridge Jn
 MD166                       North Pole Jn to Wembley
 MD167                       Mitre Bridge Jn to Acton Wells Jn (South West lines)
 MD170                       Acton Canal Wharf to Willesden Jn
 MD175                       Brackmills to Northampton South Jn
 MD180                       Rugby Trent Valley Jn to New Bilton
 MD232                       Hinckley (Exclusive) to Abbey Jn
 MD233                       Nuneaton Midland Yard Jn to Canal Farm Jn
 MD301                       Rugby Trent Valley Jn to Penkridge (via Birmingham)
 MD306                       Birmingham New Street to Ashchurch (exclusive)
 MD310                       Barnt Green to Redditch
 MD315                       Stechford South Jn to Aston South Jn
 MD320                       Proof House Jn to Bushbury Jn (Via Bescot)
 MD325                       Soho South Jn to Perry Barr North Jn (Soho Lines)
 MD330                       Soho East Jn to Soho North Jn
 MD335                       Perry Barr West Jn to Perry Barr South Jn
 MD340                       Aston North Jn to Alrewas (Exclusive)
 MD345                       Bescot Jn to Rugeley North Jn (Exclusive)
 MD350                       Anglesea Sidings to Lichfield City
 MD355                       Lichfield Trent Valley Jn to Lichfield Trent Valley (Chord Line)
 MD360                       Walsall Pleck Jn to Darlaston Jn
 MD365                       Portobello Jn to Wolverhampton Crane Street Jn
 MD370                       Up Dudley Siding to Walsall Pleck Jn
 MD401                       Heyford to Bordesley Jn
 MD405                       Leamington Spa Jn to Coventry South Jn
 MD410                       Coventry North Jn to Nuneaton South Jn
 MD415                       Hatton Station to Stratford–upon–Avon
 MD420                       Hatton North Jn to Hatton West Jn
 MD425                       Tyseley South Jn to Bearley Jn
 MD430                       Droitwich Spa to Stourbridge North Jn
 MD435                       Small Heath South to Stourbridge North Jn
 MD440                       Galton Jn to Smethwick Jn
 MD445                       Stourbridge Junction to Stourbridge Town
 MD450                       Stourbridge North Jn to Round Oak
 MD455                       Kingswinford Jn South to Pensnett
 MD460                       Fenny Compton to Burton Dassett (Kineton MOD)
 MD501                       Tamworth (inclusive) to Birmingham Proof House Jn
 MD545                       Kingsbury Jn to Whitacre Jn
 MD555                       Nuneaton North Jn to Water Orton East Jn
 MD560                       Water Orton West Jn to Park Lane Jn



                                Electronic copy - uncontrolled when printed
