NETWORK RAIL                    Timetable Planning Rules                     Version:   4
Region: North      Final Proposal for Subsidiary Change Timetable 2024         Date:    28th July 2023
West and Central
                                                                               Page:    5 of 443

MD565               Castle Bromwich Jn to Ryecroft Jn
MD570               Saltley Landor Street Jn to Kings Norton Jn (Camp Hill Lines)
MD575               St. Andrew’s Jn to Grand Jn
MD580               Lifford East Jn to Lifford West Jn
MD701               Marylebone to Aynho Jn
MD705               Greenford West Jn to South Ruislip
MD710               Neasden South Jn to Harrow on the Hill
MD712               Amersham to Aylesbury
MD715               Neasden South Jn to Neasden Jn
MD720               Princes Risborough to Aylesbury
MD725               Aylesbury to Claydon West Jn
MD726               Aylesbury to Claydon West Jn
MD736               Oxford North Jn (exclusive) to Denbigh Hall South Jn
MD740               Flyover Summit Jn to Fenny Stratford (Flyover Lines)
MD741               Flyover Summit Jn to Fenny Stratford (Bletchley Flyover Lines)
MD745               Bicester South Jn to Bicester Gavray Jn
MD801               Wolverhampton North Jn to Abbey Foregate Jn (exclusive)
MD805               Oxley Stafford Road Jn to Bushbury Oxley Jn (Oxley Chord Lines)
MD810               Madeley Jn to Ironbridge Power Station
MD900               Abbotswood Jn to Stoke Works Jn via Worcester
MD910               Pershore (inclusive) to Norton Jn
MD940               Worcester Shrub Hill to Shelwick Jn
MD950               Worcester Tunnel Jn to Henwick
NW1001              Armitage Jn (inclusive) to Preston Fylde Jn
NW1002              Penkridge Station (inclusive) to Trent Valley Jn No. 1 (Stafford)
NW1004              Rugeley Town (exclusive) to Rugeley North Jn
NW1005              Kidsgrove Jn to Crewe South Jn
NW1007              Nantwich (exclusive) to Crewe South Jn.
NW1009              Basford Hall Jn to Sandbach South Jn (Independent Lines)
NW1011              Gresty Lane to Salop Goods Jn
NW1013              Crewe Sorting Sidings North to Gresty Lane
NW1015              Salop Goods Jn to Crewe North Jn (Chester Independent Lines)
NW1017              Salop Goods Jn to Crewe Coal Yard (Liverpool Independent Lines)
NW1019              Acton Grange Jn to Warrington South Jn (Helsby Lines)
NW1021              Winwick Jn to Golborne Jn (Via Earlestown)
NW1023              Haydock Branch Jn. to Kelbit P. S.
NW1025              Bamfurlong Sidings Jn to Ince Moss Jn (Ince Moss Chord Line)
NW1027              Preston South Jn to Strand Road
NW2001              Weaver Jn to Liverpool Lime Street
NW2003              Runcorn to I.C.I. Salt Works (Runcorn Dock Branch)
NW2005              Speke Jn to Garston Jn
NW2007              Allerton East Jn to Garston Jn
NW2009              Arpley Jn to Ditton East Jn
NW2011              Walton Old Jn to Arpley Jn
NW2015              Ordsall Lane Jn to Edge Hill
NW2017              Eccles to Weaste
NW2019              Parkside Jn to Lowton Jn (East Curve lines)
NW2021              Earlestown South Jn to Earlestown West Jn (Liverpool Curve)
NW2023              Springs Branch Jn to Huyton Jn (St Helens Lines)
NW2025              St. Helens Station Jn to Ravenhead Jn
NW2027              Edge Hill Bootle Branch Jn to Liverpool Docks
NW2029              Olive Mount Jn to Edge Lane Jn
NW3001              Crewe North Jn to Holyhead
NW3003              Chester East Jn to Acton Grange Jn
NW3005              Gobowen (exclusive) to Saltney Jn



                       Electronic copy - uncontrolled when printed
